"localID","teamName","firstName","lastName","primaryPosition","pitcherRole","power","contact","speed","fielding","arm","velocity","junk","accuracy","age","trait","subType","league","gender","throws","bats","secondaryPosition","jerseyNumber","rating","trait1","chemistry1","trait2","chemistry2","careerStart","careerEnd","fourSeamFastball","twoSeamFastball","screwball","changeup","forkball","curveball","slider","cutFastball","windup","pitchAngle","playerChemistry","salary"
13238,,"Hayam","Colliner",8,,91,34,76,47,88,,,,27,2,6,"creators","",1,1,13,"15",9.087523460388184,"RBI Hero","Spirited","","","","","","","","","","","","",4,3,"Scholarly","#N/A"
13239,,"Dot","Dacornas",1,1,27,11,23,37,,55,46,95,29,19,6,"creators",1,1,1,"","35",72.72818756103516,"Gets Ahead","Scholarly","","","","",1,1,"",1,"",1,1,"",4,3,"Disciplined","10200000.00"
13240,,"Chimo","Gaspar",6,,89,53,56,89,72,,,,29,1,1,"creators","",1,1,4,"16",70.67698669433594,"CON vs LHP","Spirited","Low Pitch","Disciplined","","","","","","","","","","",4,3,"","11200000.00"
13241,,"Yips","Frazzler",6,,63,56,42,99,53,,,,27,30,7,"creators","",1,1,5,"26",10.6354398727417,"Wild Thrower","Crafty","","","","","","","","","","","","",4,3,"Spirited","#N/A"
13242,,"Marvin","Steed",7,,74,79,86,65,27,,,,36,0,0,"creators","","","",11,"66",12.145580291748045,"POW vs RHP","Spirited","Sprinter","Competitive","","","","","","","","","","",4,3,"Disciplined","12400000.00"
13243,,"Vern","Turnburner",1,1,44,4,38,66,,94,60,44,22,22,19,"creators","","","","","33",78.54022216796875,"Elite CH","Scholarly","","","","",1,1,1,1,"","",1,"",2,1,"Disciplined","10600000.00"
13244,,"Guy","Gold",7,,62,92,51,25,44,,,,29,,,"creators","",1,"",2,"25",75.91336059570312,,,"","","","","","","","","","","","",4,3,"","7800000.00"
13245,,"Ricky","Quan",8,,30,45,70,92,91,,,,21,8,6,"creators","",1,1,11,"23",17.73693084716797,"Stealer","Crafty","","","","","","","","","","","","",4,3,"Crafty","5000000.00"
13246,,"Lester","Bronco",9,,65,78,70,27,74,,,,31,4,6,"creators","",1,"",11,"21",22.95911979675293,"Tough Out","Competitive","","","","","","","","","","","","",4,3,"","9900000.00"
13247,,"Walter","Vaulter",8,,55,44,84,73,39,,,,32,37,6,"creators","",1,1,11,"10",82.84333038330078,"Dive Wizard","Spirited","","","","","","","","","","","","",4,3,"Disciplined","#N/A"
13248,,"Gerry","Rawner",1,1,40,29,53,72,,29,65,52,31,23,6,"creators","",1,1,"","46",17.95911979675293,"Workhorse","Competitive","Meltdown","Spirited","","",1,"","",1,"",1,1,"","",2,"Scholarly","5700000.00"
13249,,"Janus","Friedman",4,,75,62,57,81,50,,,,31,29,7,"creators","",1,1,5,"14",81.67967987060545,"Butterfingers","Disciplined","","","","","","","","","","","","",4,3,"Crafty","7800000.00"
13250,,"Patience","Evergreen",7,,54,79,54,52,45,,,,27,14,7,"creators",1,1,"",9,"9",10.816840171813963,"First Pitch Prayer","Competitive","","","","","","","","","","","","",4,3,"Disciplined","5800000.00"
13251,,"Mike","Cameron",8,,73,24,94,96,47,,,,37,37,6,"creators","",1,1,11,"44",10.744514465332031,"Dive Wizard","Spirited","","",1995,2011,"","","","","","","","",4,3,"","#N/A"
13252,,"Ray","Durham",4,,47,58,86,32,45,,,,35,,,"creators","",1,2,"","5",49.54768753051757,,,"","",1995,2008,"","","","","","","","",4,3,"Spirited","#N/A"
13253,,"Gary","Gaetti",5,,65,42,61,93,84,,,,19,3,4,"creators","",1,1,3,"8",84.88786315917969,"Inside Pitch","Disciplined","","",1981,2000,"","","","","","","","",4,3,"Spirited","#N/A"
13254,,"Luis","Gonzalez",7,,66,73,69,52,31,,,,34,4,6,"creators","",1,"","","26",15.154780387878416,"Tough Out","Competitive","Clutch","Spirited",1990,2008,"","","","","","","","",4,3,"Spirited","#N/A"
13255,,"Shawn","Green",9,,71,54,72,55,28,,,,27,2,7,"creators","","","",12,"15",13.63181972503662,"RBI Zero","Spirited","","",1993,2007,"","","","","","","","",4,3,"Crafty","#N/A"
13256,,"Keith","Hernandez",3,,49,85,69,74,18,,,,32,1,0,"creators","","","","","17",40.335453033447266,"CON vs RHP","Spirited","","",1974,1990,"","","","","","","","",4,3,"Spirited","#N/A"
13257,,"Edgar","Martinez",5,,76,89,60,38,90,,,,26,2,6,"creators","",1,1,3,"11",14.142133712768555,"RBI Hero","Spirited","","",1987,2004,"","","","","","","","",4,3,"Scholarly","#N/A"
13258,,"Kevin","Millwood",1,1,16,2,10,51,,47,65,62,37,,,"creators","",1,1,"","34",1.1410311460494995,,,"","",1997,2012,"",1,"","","",1,1,1,"",3,"Disciplined","#N/A"
13259,,"Rufus","Zumar",1,2,7,40,10,64,,52,66,81,29,21,7,"creators","",1,1,"","9",4.883417129516602,"Crossed Up","Scholarly","","","","",1,1,"","",1,1,1,"",4,3,"","8700000.00"
13260,,"Evan","Chukov",2,,41,53,23,78,89,,,,20,14,6,"creators","",1,"",9,"25",79.02110290527344,"First Pitch Slayer","Competitive","","","","","","","","","","","","",4,3,"Crafty","5900000.00"
13261,,"Noah","Kaiser",1,1,28,40,33,24,,62,67,85,22,34,7,"creators","",1,1,"","33",75.1852035522461,"Injury Prone","Competitive","","","","",1,1,"","",1,1,1,"",3,3,"Disciplined","11000000.00"
13262,,"Wally","Bacon",4,,59,36,96,58,25,,,,37,,,"creators","",1,1,5,"60",23.195379257202145,,,"","","","","","","","","","","","",4,3,"Spirited","5500000.00"
13263,,"Spike","Pena",1,2,12,11,7,19,,45,58,96,36,5,13,"creators","",1,1,"","63",3.7573020458221436,"Reverse Splits","Crafty","","","","",1,"","",1,"","",1,"",1,1,"Spirited","#N/A"
13264,,"Rachel","Rhubarb",1,2,11,1,19,33,,70,22,65,30,,,"creators",1,"","","","19",87.3824691772461,,,"","","","",1,1,"",1,"","",1,"","","","Disciplined","4900000.00"
13265,,"Simba","Delano",1,3,12,12,53,24,,58,32,29,26,20,6,"creators","",1,1,"","43",72.73634338378906,"Rally Stopper","Spirited","","","","",1,"","",1,"","","","","",2,"Disciplined","2500000.00"
13266,,"Lola","Nopps",1,2,14,51,18,68,,71,27,55,24,,,"creators",1,"","","","44",71.19608306884766,,,"","","","",1,1,"","","",1,1,"",3,3,"Scholarly","5100000.00"
13267,,"Anita","Bean",1,1,54,56,75,40,,63,65,75,31,,,"creators",1,1,1,"","36",2.4464919567108154,,,"","","","",1,1,"","","",1,1,"",2,3,"","#N/A"
13268,,"Hiro","Misano",1,1,5,23,49,63,,30,42,69,22,32,7,"creators","",1,"","","37",81.66809844970703,"Choker","Spirited","","","","",1,1,"",1,"",1,1,"",2,3,"Disciplined","4500000.00"
13269,,"Maximo","Primo",1,4,9,22,13,71,,70,91,80,27,20,6,"creators","",1,"","","34",20.275169372558594,"Rally Stopper","Spirited","","","","",1,"","",1,"",1,"","",4,2,"","10900000.00"
13270,,"Bae","Paul",1,1,7,28,33,75,,9,75,52,27,22,15,"creators",1,1,"","","35",81.47692871093749,"Elite 2F","Scholarly","","","","",1,1,"",1,"",1,1,"",1,2,"","4900000.00"
13271,,"Raphael","Gonzolo",3,,65,38,85,43,20,,,,28,1,0,"creators","","","",7,"10",12.668100357055664,"CON vs RHP","Spirited","","","","","","","","","","","","",4,3,"Scholarly","5800000.00"
13272,,"Ellain","Munstar",1,3,15,5,11,35,,90,39,73,23,,,"creators",1,1,"","","3",70.4769287109375,,,"","","","",1,1,"","","",1,"","",2,3,"Spirited","7700000.00"
13273,,"Brent","Branch",1,3,4,0,27,42,,48,73,58,30,19,6,"creators","",1,"","","39",22.916259765625,"Gets Ahead","Scholarly","","","","",1,"","","","",1,"","",1,3,"Spirited","#N/A"
13274,,"Swirly","Cutstiff",1,2,18,44,37,57,,67,83,35,21,22,16,"creators",1,"","","","9",83.44450378417969,"Elite CF","Scholarly","Choker","Spirited","","","","",1,"","",1,1,1,2,3,"Scholarly","7800000.00"
13275,,"Smokey","Ashe",5,,39,46,68,75,65,,,,27,8,6,"creators","",1,1,"","22",74.02790069580078,"Stealer","Crafty","","","","","","","","","","","","",4,3,"Spirited","#N/A"
13276,,"Froggo","Balinstandos",1,1,13,24,11,66,,55,78,45,20,22,19,"creators","","","","","40",87.1489028930664,"Elite CH","Scholarly","","","","",1,1,"",1,"",1,1,"","",2,"","#N/A"
13277,,"Poke","Foster",9,,25,76,24,68,66,,,,24,40,6,"creators","",1,1,11,"26",19.704790115356445,"Bunter","Scholarly","","","","","","","","","","","","",4,3,"Spirited","3600000.00"
13278,,"Chugg","Burbony",1,1,13,5,9,49,,79,58,92,23,19,7,"creators","","",1,"","4",4.7363409996032715,"Falls Behind","Scholarly","Metal Head","Disciplined","","",1,1,"",1,"","",1,1,4,3,"","11800000.00"
13279,,"Roberto","Alba",5,,53,51,58,43,45,,,,36,32,6,"creators","",1,"",10,"5",6.18519401550293,"Clutch","Spirited","","","","","","","","","","","","",4,3,"Crafty","4800000.00"
13280,,"Bale","Bozzer",1,3,24,3,29,65,,49,84,69,27,21,7,"creators","","","","","10",12.772979736328125,"Crossed Up","Scholarly","","","","",1,"",1,1,"","",1,"",3,2,"Disciplined","8100000.00"
13281,,"Miguel","Duke",1,3,9,13,47,39,,30,86,18,29,,,"creators","",1,"","","69",87.01806640625,,,"","","","",1,"","","","",1,1,"",1,3,"","3300000.00"
13282,,"Irene","Fast",9,,84,43,93,48,66,,,,38,14,7,"creators",1,1,1,2,"20",16.19537925720215,"First Pitch Prayer","Competitive","Base Rounder","Disciplined","","","","","","","","","","",4,3,"","7500000.00"
13283,,"Vinnie","Vortex",9,,35,80,93,56,64,,,,29,,,"creators","",1,"",11,"33",2.495979070663452,,,"","","","","","","","","","","","",4,3,"Scholarly","8600000.00"
13284,,"Junior","Young Sr",2,,70,41,38,76,92,,,,42,1,1,"creators","",1,1,3,"44",75.70478820800781,"CON vs LHP","Spirited","","","","","","","","","","","","",4,3,"Spirited","6700000.00"
13285,,"Sebastian","Morrow",1,2,21,13,22,55,,55,53,54,28,5,13,"creators","",1,"","","10",82.64308166503905,"Reverse Splits","Crafty","","","","",1,"","",1,"","",1,"",2,1,"Scholarly","6300000.00"
13286,,"Thrash","Allmeyer",1,1,2,21,24,82,,44,56,76,31,31,7,"creators","",1,1,"","39",83.73634338378906,"Wild Thing","Spirited","","","","",1,"","",1,"",1,1,"",2,3,"Scholarly","6500000.00"
13287,,"Enrique","Goyo",7,,51,46,73,49,25,,,,19,8,7,"creators","",1,"","","10",18.382469177246094,"Bad Jumps","Crafty","Base Rounder","Disciplined","","","","","","","","","","",4,3,"Scholarly","4400000.00"
13288,,"Bert","Bergerer",1,3,15,1,10,21,,85,72,55,31,5,13,"creators","",1,1,"","31",75.05149841308594,"Reverse Splits","Crafty","","","","",1,"","",1,"",1,"","",1,3,"Crafty","10000000.00"
13289,,"Log","Freely",7,,77,66,49,57,71,,,,29,3,4,"creators","",1,1,11,"21",12.495980262756348,"Inside Pitch","Disciplined","","","","","","","","","","","","",4,3,"Crafty","8400000.00"
13290,,"Gasser","Morris",1,3,2,6,12,58,,95,56,79,31,5,12,"creators","","","","","56",75.22245025634766,"Specialist","Crafty","","","","",1,"","",1,"","",1,1,3,1,"","12800000.00"
13291,,"Perd","Lovelorn",1,1,16,3,12,50,,30,90,86,29,19,7,"creators","",1,"","","40",2.96097993850708,"Falls Behind","Scholarly","","","","",1,"","",1,1,1,"","",3,2,"Scholarly","8800000.00"
13292,,"Wagyu","Takobe",1,1,19,15,31,70,,49,52,49,23,,,"creators","",1,1,"","8",25.659269332885742,,,"","","","",1,"","",1,"",1,1,"",3,1,"Crafty","#N/A"
13293,,"Gunns","Jackman",6,,93,84,47,46,54,,,,32,2,6,"creators","",1,1,4,"27",83.01806640624999,"RBI Hero","Spirited","Consistent","Disciplined","","","","","","","","","","",4,3,"","10600000.00"
13294,,"Pepe","Vinicio",4,,27,61,82,74,32,,,,22,11,6,"creators","",1,1,5,"25",82.27516174316406,"Bad Ball Hitter","Crafty","","","","","","","","","","","","",4,3,"","5200000.00"
13295,,"Donk","Oh",1,1,29,48,5,63,,54,57,95,20,25,6,"creators","","",1,"","24",9.5367431640625,"Metal Head","Disciplined","","","","",1,"","",1,"",1,1,"",3,2,"Scholarly","10200000.00"
13296,,"Dale","Nale",9,,57,68,18,50,63,,,,37,16,6,"creators","","","",7,"16",4.7047882080078125,"Ace Exterminator","Scholarly","","","","","","","","","","","","",4,3,"Spirited","4900000.00"
13297,,"Theodore","Stiffner",5,,87,39,94,37,45,,,,25,29,7,"creators","",1,1,6,"15",0.7729833722114563,"Butterfingers","Disciplined","","","","","","","","","","","","",4,3,"","7200000.00"
13298,,"Split","Seemerson",1,2,15,9,8,51,,35,65,55,21,22,21,"creators","",1,1,"","8",86.1774673461914,"Elite FK","Scholarly","Injury Prone","Competitive","","",1,"",1,1,1,"","","",3,2,"Spirited","5000000.00"
13299,,"Kimme","Smoke",2,,53,54,78,68,50,,,,25,33,26,"creators",1,1,"",3,"12",26.64307975769043,"Volatile","Disciplined","","","","","","","","","","","","",4,3,"","7000000.00"
13300,,"Tatts","Balfour",1,3,2,13,41,90,,49,64,40,37,6,7,"creators","",1,1,"","36",72.77297973632812,"BB Prone","Disciplined","","","","",1,"","","","",1,1,"",2,3,"Scholarly","4200000.00"
13301,,"Sturdy","Woodman",3,,63,83,38,39,38,,,,38,34,6,"creators","","","","","24",9.883417129516602,"Durable","Competitive","","","","","","","","","","","","",4,3,"Disciplined","6600000.00"
13302,,"Andre","Candela",4,,67,72,71,76,22,,,,25,26,6,"creators","",1,2,10,"19",15.265410423278809,"Sprinter","Competitive","Consistent","Disciplined","","","","","","","","","","",4,3,"","10900000.00"
13303,,"Trey","Mondo",1,1,1,33,79,92,,23,45,28,19,,,"creators","",1,1,"","47",18.883420944213867,,,"","","","",1,"","",1,"",1,1,1,"",3,"Crafty","2500000.00"
13304,,"Buster","Bigs",7,,74,68,77,44,40,,,,31,27,7,"creators","",1,"",2,"39",9.64307975769043,"Base Jogger","Disciplined","","","","","","","","","","","","",4,3,"Scholarly","8300000.00"
13305,,"Hanso","Magikko",6,,37,41,57,91,80,,,,22,29,6,"creators","",1,1,13,"1",19.772979736328125,"Magic Hands","Disciplined","","","","","","","","","","","","",4,3,"Crafty","4700000.00"
13306,,"Snag","Roper",6,,68,87,22,93,91,,,,38,29,6,"creators","",1,1,"","23",1.051496982574463,"Magic Hands","Disciplined","","","","","","","","","","","","",4,3,"","9200000.00"
13307,,"Burl","Chinning",1,1,59,99,36,39,,60,50,39,32,18,7,"creators","",1,1,"","59",21.705379486083984,"Easy Jumps","Crafty","","","","",1,1,"","","",1,1,"",4,3,"Disciplined","#N/A"
13308,,"Melody","Moods",1,1,20,26,15,55,,26,69,55,30,33,26,"creators",1,"",1,"","32",14.64307975769043,"Volatile","Disciplined","","","","",1,"","",1,"",1,1,1,1,3,"Scholarly","5300000.00"
13309,,"Boris","Biggsworth",1,2,7,5,0,77,,52,35,34,26,33,25,"creators","",1,1,"","46",24.99349021911621,"Consistent","Disciplined","","","","",1,"","",1,"","",1,"",3,"","Crafty","2800000.00"
13310,,"Betty","Sparks",9,,97,26,37,21,64,,,,27,,,"creators",1,1,1,"","14",8.265411376953125,,,"","","","","","","","","","","","",4,3,"Scholarly","4300000.00"
13311,,"Billy","Bronx",2,,46,28,38,61,74,,,,28,28,6,"creators","",1,1,13,"12",14.99349021911621,"Distractor","Crafty","","","","","","","","","","","","",4,3,"Spirited","3400000.00"
13312,,"Molly","Pops",1,3,15,2,5,66,,60,60,48,27,20,7,"creators",1,1,"","","24",79.64308166503906,"Surrounded","Spirited","","","","",1,1,"","","",1,"","","",1,"Crafty","4900000.00"
13313,,"Raise","Ruffo",8,,49,89,78,84,79,,,,29,3,2,"creators","","","",11,"2",16.051149368286133,"High Pitch","Disciplined","Rally Starter","Spirited","","","","","","","","","","",4,3,"","13700000.00"
13314,,"Alfonzo","Delgado",5,,37,47,66,66,78,,,,27,27,6,"creators","",1,2,3,"17",88.22245025634766,"Base Rounder","Disciplined","","","","","","","","","","","","",4,3,"","5100000.00"
13315,,"Fungo","Accuro",8,,38,97,72,58,35,,,,31,12,11,"creators","",1,1,11,"11",18.99349021911621,"Little Hack","Scholarly","","","","","","","","","","","","",4,3,"","7700000.00"
13316,,"Badhop","Brown",5,,57,83,20,12,34,,,,26,29,7,"creators","",1,1,"","25",23.19607925415039,"Butterfingers","Disciplined","","","","","","","","","","","","",4,3,"Spirited","3900000.00"
13317,,"Gertie","Goatman",1,2,6,15,14,43,,50,11,72,25,5,12,"creators","","","","","58",75.74594116210938,"Specialist","Crafty","","","","",1,"","","","",1,1,"","",2,"Scholarly","#N/A"
13318,,"Lou","DaBaziz",1,3,1,15,8,22,,39,29,43,26,19,7,"creators","",1,1,"","53",12.303319931030273,"Falls Behind","Scholarly","","","","",1,"","","",1,1,"","",4,3,"Spirited","1800000.00"
13319,,"Alana","Lantana",1,3,4,14,29,7,,62,94,94,29,7,6,"creators",1,"","","","43",78.27516174316406,"K Collector","Competitive","","","","",1,"","","","","",1,1,"",2,"Disciplined","13700000.00"
13320,,"Mimori","Aoshima",2,,73,43,37,27,90,,,,25,,,"creators",1,1,"",5,"28",80.25332641601561,,,"","","","","","","","","","","","",4,3,"Scholarly","6000000.00"
13321,,"Clifford","Kane",8,,59,62,53,30,47,,,,37,17,7,"creators","","","",11,"62",78.0881576538086,"Easy Target","Crafty","","","","","","","","","","","","",4,3,"Scholarly","5000000.00"
13322,,"Joanna","Heater",1,3,27,2,8,16,,97,10,69,22,22,14,"creators",1,1,"","","41",85.19608306884766,"Elite 4F","Scholarly","Wild Thing","Spirited","","",1,"","",1,"",1,"","","",1,"Spirited","5600000.00"
13323,,"Hander","O'Speciallo",1,3,2,5,10,75,,23,70,51,30,5,12,"creators","","","","","35",8.704788208007812,"Specialist","Crafty","Surrounded","Spirited","","",1,"","","","",1,1,"",1,2,"Crafty","4400000.00"
13324,,"Robbin","Yew",7,,62,51,78,83,32,,,,38,8,6,"creators","",1,"",9,"3",82.4769287109375,"Stealer","Crafty","Magic Hands","Disciplined","","","","","","","","","","",4,3,"","6900000.00"
13325,,"Kelby","King",9,,89,43,64,21,75,,,,31,17,6,"creators",1,1,1,7,"7",88.4769287109375,"Mind Gamer","Crafty","","","","","","","","","","","","",4,3,"Crafty","7600000.00"
13326,,"Chilli","Little",9,,73,29,47,49,69,,,,21,17,6,"creators","","","",11,"19",27.851640701293945,"Mind Gamer","Crafty","","","","","","","","","","","","",4,3,"","5400000.00"
13327,,"Durn","Wonderfloss",1,1,18,11,2,89,,54,72,39,37,21,7,"creators","","","","","45",5.772984027862549,"Crossed Up","Scholarly","","","","",1,"","","","",1,1,1,3,2,"Disciplined","5900000.00"
13328,,"Rolf","Borgnar",7,,49,66,65,82,77,,,,37,2,7,"creators","","","",11,"28",15.997420310974121,"RBI Zero","Spirited","","","","","","","","","","","","",4,3,"Disciplined","7200000.00"
13329,,"Elvis","Stanley",6,,68,80,75,87,77,,,,28,32,6,"creators","",1,2,4,"22",72.66809844970703,"Clutch","Spirited","","","","","","","","","","","","",4,3,"Spirited","14700000.00"
13330,,"Bradley","Bowler",1,2,14,1,17,71,,62,68,53,29,,,"creators","",1,1,"","62",18.330059051513672,,,"","","","",1,1,"",1,"","",1,"",1,1,"","7100000.00"
13331,,"Preston","Addonomus",2,,84,19,48,64,69,,,,37,,,"creators","",1,2,3,"26",23.883420944213867,,,"","","","","","","","","","","","",4,3,"Spirited","6500000.00"
13332,,"Javier","Cortez",7,,65,32,46,44,64,,,,27,8,6,"creators","","","",11,"17",74.19608306884766,"Stealer","Crafty","","","","","","","","","","","","",4,3,"Scholarly","4300000.00"
13333,,"Max","Texis",1,3,2,16,17,93,,85,76,57,37,21,7,"creators","","","","","4",26.253339767456055,"Crossed Up","Scholarly","","","","",1,"","","","",1,1,"",4,3,"Spirited","9300000.00"
13334,,"Hugh","Jacobs",1,3,11,13,12,67,,16,64,46,29,,,"creators","",1,1,"","44",28.668100357055664,,,"","","","",1,"","","","",1,1,"",2,3,"Disciplined","2900000.00"
13335,,"Joseph","Broseph",1,3,1,9,43,20,,88,66,58,37,6,6,"creators","","","","","39",5.051496982574463,"Composed","Disciplined","","","","",1,1,"","","","",1,"",4,2,"Crafty","9200000.00"
13336,,"Bartholomew","Draculo",1,1,37,7,24,43,,65,45,79,37,19,7,"creators","",1,1,"","44",70.96098327636719,"Falls Behind","Scholarly","Volatile","Disciplined","","",1,1,"","",1,1,"","",3,1,"Disciplined","7300000.00"
13337,,"Hans","Sliperrio",6,,41,66,54,71,90,,,,26,29,7,"creators","",1,"",4,"64",20.42375946044922,"Butterfingers","Disciplined","Bunter","Scholarly","","","","","","","","","","",4,3,"Crafty","#N/A"
13338,,"Elrick","Rippin",1,4,13,3,6,50,,82,8,36,38,7,7,"creators","",1,"","","69",24.018070220947266,"K Neglecter","Competitive","Rally Stopper","Spirited","","",1,"","","","","",1,"",1,3,"Scholarly","2300000.00"
13339,,"Leonar","Ramiro",1,3,4,24,93,95,,72,35,30,37,20,7,"creators","",1,1,"","24",81.8496322631836,"Surrounded","Spirited","","","","",1,1,"","","",1,"",1,2,1,"","3800000.00"
13340,,"Lefty","Southpalm",1,1,12,16,31,44,,47,80,60,38,5,12,"creators","","","","","19",24.377750396728516,"Specialist","Crafty","Pick Officer","Crafty","","",1,"",1,1,"","",1,"",1,3,"Spirited","9900000.00"
13341,,"Juanita","Hernandez",9,,48,69,65,89,96,,,,31,36,6,"creators",1,1,1,7,"10",74.34264373779297,"Cannon Arm","Competitive","","","","","","","","","","","","",4,3,"Disciplined","7100000.00"
13342,,"Kasha","Emyn",6,,64,77,86,67,44,,,,35,2,6,"creators",1,1,1,4,"39",85.5367431640625,"RBI Hero","Spirited","","","","","","","","","","","","",4,3,"","10300000.00"
13343,,"Nirub","Oowanga",9,,61,84,83,70,53,,,,28,14,7,"creators","","",2,11,"31",3.0210978984832764,"First Pitch Prayer","Competitive","","","","","","","","","","","","",4,3,"","10800000.00"
13344,,"Darcy","Hicks",3,,84,92,53,8,39,,,,38,3,4,"creators","",1,1,"","27",82.99742126464844,"Inside Pitch","Disciplined","","","","","","","","","","","","",4,3,"Spirited","10000000.00"
13345,,"Chuck","Filthwick",1,3,2,5,25,73,,63,96,79,31,,,"creators","",1,1,"","38",71.22245025634766,,,"","","","",1,1,"","","","",1,"",3,3,"","11600000.00"
13346,,"Elija","Gobbleson",6,,41,45,29,64,72,,,,20,,,"creators","",1,"",10,"26",87.99347686767578,,,"","","","","","","","","","","","",4,3,"Spirited","3600000.00"
13347,,"Ruby","Greene",3,,63,69,54,18,51,,,,26,17,6,"creators",1,1,"",5,"11",84.0511474609375,"Mind Gamer","Crafty","","","","","","","","","","","","",4,3,"Spirited","7000000.00"
13348,,"Kerwin","Arches",1,1,55,13,16,82,,60,62,80,35,23,6,"creators","",1,1,"","45",4.668097019195557,"Workhorse","Competitive","","","","",1,"",1,"","",1,1,"",3,2,"","11200000.00"
13349,,"Vinder","Hawkins",8,,28,62,86,67,82,,,,34,12,11,"creators","",1,1,12,"51",16.041059494018555,"Little Hack","Scholarly","","","","","","","","","","","","",4,3,"Crafty","#N/A"
13350,,"Lana","Rhymes",1,1,50,5,29,46,,23,66,51,31,20,7,"creators",1,1,1,"","29",84.96098327636719,"Surrounded","Spirited","","","","",1,1,"","","",1,1,"",3,3,"Disciplined","4100000.00"
13351,,"Rory","Crowds",7,,67,46,61,62,37,,,,23,3,4,"creators","","",1,3,"3",81.96098327636719,"Inside Pitch","Disciplined","","","","","","","","","","","","",4,3,"Disciplined","5400000.00"
13352,,"Muffin","Studwick",7,,52,87,59,74,47,,,,35,10,8,"creators","",1,1,12,"20",18.021099090576172,"Fastball Hitter","Disciplined","Noodle Arm","Competitive","","","","","","","","","","",4,3,"Disciplined","8500000.00"
13353,,"Carrie","Wayward",1,1,3,34,62,85,,18,46,52,29,,,"creators",1,1,"","","24",2.303318977355957,,,"","","","","","","",1,"",1,1,1,"",2,"Crafty","3200000.00"
13354,,"Junior","Young Jr",3,,79,29,49,45,58,,,,19,0,1,"creators","",1,1,2,"22",0.33005639910697937,"POW vs LHP","Spirited","","","","","","","","","","","","",4,3,"Crafty","4100000.00"
13355,,"Amazo","Haze",1,3,41,4,13,11,,38,97,56,21,5,13,"creators","",1,1,"","10",11.704790115356445,"Reverse Splits","Crafty","","","","",1,"","",1,"",1,1,"",2,1,"Scholarly","8400000.00"
13356,,"Gustav","Gustavson",7,,83,57,27,30,45,,,,38,2,7,"creators","","","",11,"23",25.051149368286133,"RBI Zero","Spirited","Fastball Hitter","Disciplined","","","","","","","","","","",4,3,"Crafty","6100000.00"
13357,,"DP","Turner",4,,61,55,43,80,46,,,,32,36,6,"creators","",1,"",10,"11",1.8850380182266235,"Cannon Arm","Competitive","Dive Wizard","Spirited","","","","","","","","","","",4,3,"Crafty","6800000.00"
13358,,"Dwayne","Butterfinger",3,,72,36,46,64,35,,,,24,29,7,"creators","",1,1,7,"27",8.814075469970703,"Butterfingers","Disciplined","Clutch","Spirited","","","","","","","","","","",4,3,"Scholarly","#N/A"
13359,,"Willard","Wiggins",6,,66,50,64,46,68,,,,21,2,6,"creators","",1,"",4,"21",4.668097019195557,"RBI Hero","Spirited","Dive Wizard","Spirited","","","","","","","","","","",4,3,"","7400000.00"
13360,,"Mattie","Batts",8,,62,64,73,52,40,,,,36,15,6,"creators",1,"","",11,"23",21.444189071655273,"Pinch perfect","Disciplined","Noodle Arm","Competitive","","","","","","","","","","",4,3,"Scholarly","7600000.00"
13361,,"Fred","Bobbit",4,,52,86,38,51,41,,,,31,26,6,"creators","",1,"",6,"63",78.3824691772461,"Sprinter","Competitive","","","","","","","","","","","","",4,3,"Spirited","6900000.00"
13362,,"Langdon","Strider",1,3,5,27,1,42,,73,46,60,34,22,18,"creators","",1,1,"","30",0.45505329966545105,"Elite SL","Scholarly","","","","",1,1,"","","",1,1,"",2,1,"Disciplined","#N/A"
13363,,"Rocket","Ramon",1,3,25,17,70,48,,74,69,25,27,22,14,"creators","",1,1,"","45",6.3426408767700195,"Elite 4F","Scholarly","Meltdown","Spirited","","",1,"","",1,"","",1,"",4,2,"Spirited","5900000.00"
13364,,"Kisha","Musharra",1,3,12,12,41,58,,68,13,32,26,22,19,"creators",1,1,1,"","32",82.00330352783203,"Elite CH","Scholarly","","","","",1,1,"",1,"","","","",3,2,"Spirited","2600000.00"
13365,,"Lad","Bradwick",1,1,3,97,34,81,,78,60,63,21,,,"creators","",1,1,"","29",7.476925849914551,,,"","","","",1,"","",1,"","",1,"",4,2,"Spirited","9700000.00"
13366,,"Bubbles","Garcia",7,,78,47,37,47,45,,,,26,17,7,"creators","","","",9,"11",80.25332641601561,"Easy Target","Crafty","","","","","","","","","","","","",4,3,"Crafty","4300000.00"
13367,,"Clutch","Cormen",2,,44,89,49,10,66,,,,37,32,6,"creators","",1,"","","33",79.78365325927734,"Clutch","Spirited","","","","","","","","","","","","",4,3,"Scholarly","7000000.00"
13368,,"Manny","Kays",1,1,11,2,67,88,,75,88,77,25,22,15,"creators","","","","","41",6.96097993850708,"Elite 2F","Scholarly","","","","",1,1,"",1,"",1,"","",2,3,"Disciplined","15700000.00"
13369,,"Tuff","Lift",2,,74,67,8,97,70,,,,31,,,"creators","",1,1,3,"15",76.14557647705078,,,"","","","","","","","","","","","",4,3,"Crafty","7800000.00"
13370,,"Mick","Steeyle",3,,84,35,45,28,21,,,,27,15,6,"creators","",1,"","","25",2.0210978984832764,"Pinch perfect","Disciplined","","","","","","","","","","","","",4,3,"Spirited","4300000.00"
