"localID","teamName","firstName","lastName","primaryPosition","pitcherRole","power","contact","speed","fielding","arm","velocity","junk","accuracy","age","trait","subType","gender","throws","bats","fourSeamFastball","twoSeamFastball","screwball","changeup","forkball","curveball","slider","cutFastball","windup","pitchAngle","rating","league","trait1","chemistry1","trait2","chemistry2"
13158,,"Geronimo","James",8,,18,74,76,97,80,,,,29,1,0,0,0,0,,,,,,,,,4,3,16.772979736328125,"creators","CON vs RHP","Spirited","",""
13159,,"Kobe","Kingman",3,,95,27,51,68,63,,,,31,,,0,1,2,,,,,,,,,4,3,4.885037899017334,"creators",,,"",""
13160,,"Kendra","Kerr",1,3,6,8,28,32,,61,85,67,21,,,1,1,1,1,1,0,0,0,1,1,0,4,3,79.33006286621094,"creators",,,"",""
13161,,"Tussker","Fuss",1,1,11,34,52,38,,68,44,75,29,39,7,0,1,1,1,1,0,1,0,1,0,0,0,1,88.96098327636717,"creators","Meltdown","Spirited","",""
13162,,"Kira","Nutmeg",5,,44,93,52,55,72,,,,21,27,6,1,1,0,,,,,,,,,4,3,23.540220260620117,"creators","Base Rounder","Disciplined","",""
13163,,"Yanagi","Hayai",1,1,8,28,1,68,,40,75,83,28,7,7,0,1,0,1,0,0,1,0,1,1,0,0,2,7.516672134399414,"creators","K Neglecter","Competitive","",""
13164,,"Dilly","Daller",6,,71,68,51,67,92,,,,32,8,7,1,1,1,,,,,,,,,4,3,20.964420318603512,"creators","Bad Jumps","Crafty","Base Jogger","Disciplined"
13165,,"Lil","Bupton",1,4,9,1,3,26,,54,96,64,32,7,6,0,0,0,1,0,0,0,0,0,1,0,4,3,80.43470764160156,"creators","K Collector","Competitive","Elite SL","Scholarly"
13166,,"Dirk","Sportswood",3,,70,89,39,64,68,,,,31,29,7,0,1,1,,,,,,,,,4,3,19.676990509033203,"creators","Butterfingers","Disciplined","Stimulated","Crafty"
13167,,"Nora","Homes",6,,77,95,50,34,48,,,,31,26,6,1,1,1,,,,,,,,,4,3,84.34786224365234,"creators","Sprinter","Competitive","",""
13168,,"Buck","Swiner",7,,74,40,66,81,71,,,,25,33,26,0,1,0,,,,,,,,,4,3,69.33006286621094,"creators","Volatile","Disciplined","",""
13169,,"Danno","Yoshida",9,,60,69,57,84,97,,,,21,,,0,1,0,,,,,,,,,4,3,9.328777313232422,"creators",,,"",""
13170,,"Jermaine","Raines",2,,41,69,16,79,53,,,,29,14,6,0,1,1,,,,,,,,,4,3,6.145577907562256,"creators","First Pitch Slayer","Competitive","",""
13171,,"Rosy","Hardman",7,,93,30,47,36,31,,,,22,3,2,1,0,0,,,,,,,,,4,3,87.68163299560547,"creators","High Pitch","Disciplined","",""
13172,,"Air","Lovestone",1,1,5,11,34,44,,39,42,72,36,22,21,1,1,1,1,1,0,0,1,1,1,0,2,2,23.67967987060547,"creators","Elite FK","Scholarly","Workhorse","Competitive"
13173,,"Terra","Lionerre",2,,74,60,39,50,63,,,,28,30,7,1,1,0,,,,,,,,,4,3,27.913360595703125,"creators","Wild Thrower","Crafty","",""
13174,,"Kayo","Niomo",1,1,6,1,73,60,,70,49,56,38,18,6,1,1,1,1,0,0,1,0,0,1,1,1,3,20.736930847167965,"creators","Pick Officer","Crafty","",""
13175,,"Meggy","Meggles",1,3,6,1,72,61,,37,63,38,29,,,1,1,0,1,0,0,0,0,1,1,0,0,3,17.81683921813965,"creators",,,"",""
13176,,"Angel","Verde",1,1,3,19,13,67,,64,59,84,21,,,0,1,1,1,0,0,1,0,1,1,1,2,1,77.59104919433594,"creators",,,"",""
13177,,"Yvette","Victorino",8,,58,37,80,59,55,,,,32,,,1,0,1,,,,,,,,,4,3,21.71445083618164,"creators",,,"",""
13178,,"Dusty","Winder",1,3,12,3,13,76,,62,42,46,28,,,0,1,0,1,0,0,1,0,1,0,0,1,1,79.01313781738281,"creators",,,"",""
13179,,"Rallie","Overro",1,3,53,8,23,69,,85,77,98,32,20,6,0,1,1,1,0,0,1,0,1,0,0,4,2,20.171459197998043,"creators","Rally Stopper","Spirited","",""
13180,,"Marco","Demarco",8,,71,37,86,67,66,,,,36,4,7,0,0,0,,,,,,,,,4,3,5.913361072540283,"creators","Whiffer","Competitive","Big Hack","Scholarly"
13181,,"Javier","Hautier",4,,93,66,41,65,47,,,,21,4,7,0,1,0,,,,,,,,,4,3,77.30267333984375,"creators","Whiffer","Competitive","",""
13182,,"Charlemagne","Charleston",1,1,45,1,9,69,,48,90,25,28,,,0,0,0,1,0,0,1,0,1,1,0,2,1,5.415791988372803,"creators",,,"",""
13183,,"Shirley","Indiere",1,2,6,7,20,18,,56,31,72,29,19,6,1,1,1,1,1,0,0,0,1,1,0,2,1,7.285696983337402,"creators","Gets Ahead","Scholarly","",""
13184,,"Eduardo","Electro",6,,60,8,81,76,78,,,,29,10,8,0,1,1,,,,,,,,,4,3,7.714448928833008,"creators","Fastball Hitter","Disciplined","",""
13185,,"Julio","Huper",1,4,24,46,5,50,,55,77,39,25,5,12,0,0,1,1,1,0,0,0,1,0,1,2,3,80.1714630126953,"creators","Specialist","Crafty","Elite CF","Scholarly"
13186,,"Woody","Ano",1,3,5,30,10,76,,85,89,15,38,21,7,0,1,1,1,1,0,0,0,0,1,0,2,2,83.71444702148438,"creators","Crossed Up","Scholarly","",""
13187,,"Gordon","Fruitwell",8,,42,63,88,49,59,,,,29,,,0,1,0,,,,,,,,,4,3,13.481320381164549,"creators",,,"",""
13188,,"Rod","Forth",9,,18,97,95,36,42,,,,31,28,6,0,1,0,,,,,,,,,4,3,6.913361072540283,"creators","Distractor","Crafty","",""
13189,,"Sergio","Slider",1,2,14,30,26,50,,76,85,55,31,22,18,0,1,0,1,0,0,1,0,0,1,0,2,1,87.78662872314452,"creators","Elite SL","Scholarly","Wild Thing","Spirited"
13190,,"Tia","Mayfair",1,3,2,19,13,98,,73,48,24,32,7,7,1,1,0,1,0,0,1,0,1,0,0,0,1,75.91935729980469,"creators","K Neglecter","Competitive","",""
13191,,"Don","Aase",1,3,5,1,6,42,,54,50,58,39,,,0,1,1,1,0,0,1,0,1,1,0,4,3,26.8714542388916,"creators",,,"",""
13192,,"Brad","Ausmus",2,,23,41,63,97,78,,,,28,26,7,0,1,1,,,,,,,,,4,3,17.907840728759766,"creators","Slow Poke","Competitive","",""
13193,,"George","Bell",7,,62,62,59,2,64,,,,19,30,7,0,1,1,,,,,,,,,4,3,9.201811790466309,"creators","Wild Thrower","Crafty","",""
13194,,"A.J.","Burnett",1,1,18,0,25,32,,78,64,31,29,22,17,0,1,1,1,1,0,0,0,1,0,0,0,2,34.197959899902344,"creators","Elite CB","Scholarly","",""
13195,,"Marlon","Byrd",9,,53,44,55,70,77,,,,22,3,2,0,1,1,,,,,,,,,4,3,1.8495126962661743,"creators","High Pitch","Disciplined","",""
13196,,"Jack","Clark",9,,86,57,68,64,93,,,,38,32,7,0,1,1,,,,,,,,,4,3,44.349143981933594,"creators","Choker","Spirited","Cannon Arm","Competitive"
13197,,"Joe","Coleman",1,2,4,6,6,60,,38,74,43,30,,,0,1,1,1,1,0,0,1,1,0,0,4,3,18.73786735534668,"creators",,,"",""
13198,,"Eric","Davis",9,,79,32,96,73,29,,,,26,,,0,1,1,,,,,,,,,4,3,40.86285400390625,"creators",,,"",""
13199,,"Jeff","Fassero",1,2,2,0,55,74,,49,39,58,22,18,6,0,0,0,1,0,0,1,0,1,1,1,1,2,58.87773513793945,"creators","Pick Officer","Crafty","",""
13200,,"Steve","Finley",8,,49,59,85,83,46,,,,33,0,0,0,0,0,,,,,,,,,4,3,25.720779418945312,"creators","POW vs RHP","Spirited","",""
13201,,"Cliff","Floyd",7,,63,44,68,28,60,,,,30,4,7,0,1,0,,,,,,,,,4,3,79.6897201538086,"creators","Whiffer","Competitive","Big Hack","Scholarly"
13202,,"Keith","Foulke",1,3,1,4,5,55,,45,85,79,27,22,19,0,1,1,1,1,0,1,0,0,1,0,2,3,1.5147219896316528,"creators","Elite CH","Scholarly","",""
13203,,"Tom","Herr",4,,15,67,76,67,43,,,,39,,,0,1,2,,,,,,,,,4,3,3.9374842643737793,"creators",,,"",""
13204,,"John","Hiller",1,2,2,2,4,43,,49,85,42,20,,,0,0,1,1,1,0,1,0,1,0,0,3,2,11.01846981048584,"creators",,,"",""
13205,,"Al","Holland",1,3,1,2,22,2,,33,63,47,34,,,0,0,1,1,1,0,1,0,1,0,0,4,2,14.531079292297363,"creators",,,"",""
13206,,"Orlando","Hudson",4,,36,51,75,82,50,,,,39,26,6,0,1,2,,,,,,,,,4,3,21.197731018066406,"creators","Sprinter","Competitive","",""
13207,,"Todd","Hundley",2,,72,7,41,42,34,,,,31,,,0,1,2,,,,,,,,,4,3,82.6107711791992,"creators",,,"",""
13208,,"Frank","Linzy",1,3,2,2,7,97,,52,48,61,27,18,7,0,1,1,1,0,0,1,0,1,0,0,4,2,64.58843231201172,"creators","Easy Jumps","Crafty","Consistent","Disciplined"
13209,,"John","Olerud",3,,64,88,48,56,18,,,,30,3,5,0,0,0,,,,,,,,,4,3,1.6554036140441895,"creators","Outside Pitch","Disciplined","",""
13210,,"Amos","Otis",8,,48,67,85,99,47,,,,27,29,6,0,1,1,,,,,,,,,4,3,18.857009887695312,"creators","Magic Hands","Disciplined","",""
13211,,"Jeff","Reardon",1,3,1,3,5,13,,57,75,75,39,,,0,1,1,1,0,0,0,0,1,0,0,3,1,43.8537712097168,"creators",,,"",""
13212,,"Mike","Scioscia",2,,24,70,42,55,71,,,,22,17,6,0,1,0,,,,,,,,,4,3,63.0235710144043,"creators","Mind Gamer","Crafty","Slow Poke","Competitive"
13213,,"Jeff","Shaw",1,3,6,4,27,82,,66,29,76,36,,,0,1,1,1,1,0,1,0,1,0,0,0,2,10.248553276062012,"creators",,,"",""
13214,,"Dave","Stieb",1,1,4,0,6,89,,55,78,57,32,,,0,1,1,1,1,0,1,0,1,1,0,2,3,21.96069526672363,"creators",,,"",""
13215,,"Terry","Steinbach",2,,51,52,52,59,79,,,,33,,,0,1,1,,,,,,,,,4,3,25.60955047607422,"creators",,,"",""
13216,,"Jose","Valentin",6,,70,23,80,44,81,,,,30,9,6,0,1,2,,,,,,,,,4,3,72.34573364257812,"creators","Utility","Scholarly","",""
13217,,"Frank","Viola",1,1,4,2,12,34,,57,40,77,24,,,0,0,0,1,1,0,1,0,1,1,0,0,3,16.05274200439453,"creators",,,"",""
13218,,"Brandon","Webb",1,1,3,4,8,73,,38,69,56,34,7,7,0,1,1,1,1,0,1,0,1,0,1,2,2,59.245735168457024,"creators","K Neglecter","Competitive","Consistent","Disciplined"
13219,,"Matt","Williams",5,,81,43,60,93,90,,,,30,12,11,0,1,1,,,,,,,,,4,3,28.908000946044922,"creators","Little Hack","Scholarly","",""
13220,,"Robin","Yount",6,,49,79,86,88,86,,,,24,4,6,0,1,1,,,,,,,,,4,3,29.667800903320312,"creators","Tough Out","Competitive","Off-speed Hitter","Disciplined"
13221,,"Dolf","Steak",8,,42,68,87,87,88,,,,27,0,0,0,0,0,,,,,,,,,4,3,19.19607925415039,"creators","POW vs RHP","Spirited","",""
13222,,"Brawn","Thunderchump",1,3,4,5,21,73,,53,82,68,27,32,7,0,0,0,1,0,0,1,0,1,0,0,4,2,73.0881576538086,"creators","Choker","Spirited","",""
13223,,"Joeffrey","Rockman",1,1,6,3,10,65,,72,32,95,36,,,0,0,0,1,1,0,1,0,0,1,0,0,2,77.27516174316406,"creators",,,"",""
13224,,"Larry","La'Joy",1,1,3,4,30,32,,45,77,62,31,22,20,0,0,1,1,0,1,0,0,1,1,0,3,3,69.00330352783203,"creators","Elite SB","Scholarly","",""
13225,,"Meow","Bubbkins",1,1,4,26,16,77,,44,53,75,29,22,20,1,0,1,1,0,1,1,0,1,1,0,2,1,19.67967987060547,"creators","Elite SB","Scholarly","Volatile","Disciplined"
13226,,"Gene","Tenace",2,,74,39,53,46,76,,,,31,10,8,0,1,1,,,,,,,,,4,3,25.99622917175293,"creators","Fastball Hitter","Disciplined","",""
13227,,"Benny","Balmer",7,,32,40,58,89,84,,,,29,32,6,0,0,2,,,,,,,,,4,3,85.73634338378905,"creators","Clutch","Spirited","",""
13228,,"Deft","Weddums",1,2,11,14,4,58,,44,47,69,26,22,17,0,1,1,1,0,0,0,0,1,1,0,2,1,88.3824691772461,"creators","Elite CB","Scholarly","Metal Head","Disciplined"
13229,,"Alberto","Roberto",1,1,11,18,20,43,,16,72,64,37,22,21,0,1,0,1,0,0,1,1,1,1,0,1,3,74.3033218383789,"creators","Elite FK","Scholarly","",""
13230,,"Scooter","Sandbrick",3,,62,76,67,59,49,,,,37,2,7,0,1,0,,,,,,,,,4,3,82.19608306884766,"creators","RBI Zero","Spirited","",""
13231,,"Slapper","Glute",7,,54,90,68,41,85,,,,31,12,11,0,1,2,,,,,,,,,4,3,6.997416973114014,"creators","Little Hack","Scholarly","",""
13232,,"Anton","Goodwood",2,,69,64,79,43,63,,,,31,26,7,0,1,2,,,,,,,,,4,3,23.265409469604492,"creators","Slow Poke","Competitive","",""
13233,,"Stooby","Tubrek",1,1,4,37,9,65,,57,46,87,31,22,19,0,1,0,1,1,0,1,0,1,0,0,3,3,86.47692871093749,"creators","Elite CH","Scholarly","",""
13234,,"Joven","Bambino",9,,94,60,76,71,80,,,,27,8,7,0,1,0,,,,,,,,,4,3,78.5367431640625,"creators","Bad Jumps","Crafty","",""
13235,,"Bugsy","Snugs",1,1,18,6,15,37,,77,64,64,31,6,7,0,1,1,1,1,0,0,0,0,1,1,0,2,8.47692584991455,"creators","BB Prone","Disciplined","",""
13236,,"Ian","Fielder",5,,45,70,60,57,63,,,,31,9,6,0,1,1,,,,,,,,,4,3,0.3426412045955658,"creators","Utility","Scholarly","",""
13237,,"Carlton","Starr",6,,42,84,71,85,73,,,,22,14,6,0,1,0,,,,,,,,,4,3,78.67698669433594,"creators","First Pitch Slayer","Competitive","",""
13238,,"Hayam","Colliner",8,,91,34,76,47,88,,,,27,2,6,0,1,1,,,,,,,,,4,3,9.087523460388184,"creators","RBI Hero","Spirited","",""
13239,,"Dot","Dacornas",1,1,27,11,23,37,,55,46,95,29,19,6,1,1,1,1,1,0,1,0,1,1,0,4,3,72.72818756103516,"creators","Gets Ahead","Scholarly","",""
13240,,"Chimo","Gaspar",6,,89,53,56,89,72,,,,29,1,1,0,1,1,,,,,,,,,4,3,70.67698669433594,"creators","CON vs LHP","Spirited","Low Pitch","Disciplined"
13241,,"Yips","Frazzler",6,,63,56,42,99,53,,,,27,30,7,0,1,1,,,,,,,,,4,3,10.6354398727417,"creators","Wild Thrower","Crafty","",""
13242,,"Marvin","Steed",7,,74,79,86,65,27,,,,36,0,0,0,0,0,,,,,,,,,4,3,12.145580291748045,"creators","POW vs RHP","Spirited","Sprinter","Competitive"
13243,,"Vern","Turnburner",1,1,44,4,38,66,,94,60,44,22,22,19,0,0,0,1,1,1,1,0,0,1,0,2,1,78.54022216796875,"creators","Elite CH","Scholarly","",""
13244,,"Guy","Gold",7,,62,92,51,25,44,,,,29,,,0,1,0,,,,,,,,,4,3,75.91336059570312,"creators",,,"",""
13245,,"Ricky","Quan",8,,30,45,70,92,91,,,,21,8,6,0,1,1,,,,,,,,,4,3,17.73693084716797,"creators","Stealer","Crafty","",""
13246,,"Lester","Bronco",9,,65,78,70,27,74,,,,31,4,6,0,1,0,,,,,,,,,4,3,22.95911979675293,"creators","Tough Out","Competitive","",""
13247,,"Walter","Vaulter",8,,55,44,84,73,39,,,,32,37,6,0,1,1,,,,,,,,,4,3,82.84333038330078,"creators","Dive Wizard","Spirited","",""
13248,,"Gerry","Rawner",1,1,40,29,53,72,,29,65,52,31,23,6,0,1,1,1,0,0,1,0,1,1,0,0,2,17.95911979675293,"creators","Workhorse","Competitive","Meltdown","Spirited"
13249,,"Janus","Friedman",4,,75,62,57,81,50,,,,31,29,7,0,1,1,,,,,,,,,4,3,81.67967987060545,"creators","Butterfingers","Disciplined","",""
13250,,"Patience","Evergreen",7,,54,79,54,52,45,,,,27,14,7,1,1,0,,,,,,,,,4,3,10.816840171813963,"creators","First Pitch Prayer","Competitive","",""
13251,,"Mike","Cameron",8,,73,24,94,96,47,,,,37,37,6,0,1,1,,,,,,,,,4,3,10.744514465332031,"creators","Dive Wizard","Spirited","",""
13252,,"Ray","Durham",4,,47,58,86,32,45,,,,35,,,0,1,2,,,,,,,,,4,3,49.54768753051757,"creators",,,"",""
13253,,"Gary","Gaetti",5,,65,42,61,93,84,,,,19,3,4,0,1,1,,,,,,,,,4,3,84.88786315917969,"creators","Inside Pitch","Disciplined","",""
13254,,"Luis","Gonzalez",7,,66,73,69,52,31,,,,34,4,6,0,1,0,,,,,,,,,4,3,15.154780387878416,"creators","Tough Out","Competitive","Clutch","Spirited"
13255,,"Shawn","Green",9,,71,54,72,55,28,,,,27,2,7,0,0,0,,,,,,,,,4,3,13.63181972503662,"creators","RBI Zero","Spirited","",""
13256,,"Keith","Hernandez",3,,49,85,69,74,18,,,,32,1,0,0,0,0,,,,,,,,,4,3,40.335453033447266,"creators","CON vs RHP","Spirited","",""
13257,,"Edgar","Martinez",5,,76,89,60,38,90,,,,26,2,6,0,1,1,,,,,,,,,4,3,14.142133712768555,"creators","RBI Hero","Spirited","",""
13258,,"Kevin","Millwood",1,1,16,2,10,51,,47,65,62,37,,,0,1,1,0,1,0,0,0,1,1,1,0,3,1.1410311460494995,"creators",,,"",""
13259,,"Rufus","Zumar",1,2,7,40,10,64,,52,66,81,29,21,7,0,1,1,1,1,0,0,1,1,1,0,4,3,4.883417129516602,"creators","Crossed Up","Scholarly","",""
13260,,"Evan","Chukov",2,,41,53,23,78,89,,,,20,14,6,0,1,0,,,,,,,,,4,3,79.02110290527344,"creators","First Pitch Slayer","Competitive","",""
13261,,"Noah","Kaiser",1,1,28,40,33,24,,62,67,85,22,34,7,0,1,1,1,1,0,0,1,1,1,0,3,3,75.1852035522461,"creators","Injury Prone","Competitive","",""
13262,,"Wally","Bacon",4,,59,36,96,58,25,,,,37,,,0,1,1,,,,,,,,,4,3,23.195379257202145,"creators",,,"",""
13263,,"Spike","Pena",1,2,12,11,7,19,,45,58,96,36,5,13,0,1,1,1,0,0,1,0,0,1,0,1,1,3.7573020458221436,"creators","Reverse Splits","Crafty","",""
13264,,"Rachel","Rhubarb",1,2,11,1,19,33,,70,22,65,30,,,1,0,0,1,1,0,1,0,0,1,0,0,0,87.3824691772461,"creators",,,"",""
13265,,"Simba","Delano",1,3,12,12,53,24,,58,32,29,26,20,6,0,1,1,1,0,0,1,0,0,0,0,0,2,72.73634338378906,"creators","Rally Stopper","Spirited","",""
13266,,"Lola","Nopps",1,2,14,51,18,68,,71,27,55,24,,,1,0,0,1,1,0,0,0,1,1,0,3,3,71.19608306884766,"creators",,,"",""
13267,,"Anita","Bean",1,1,54,56,75,40,,63,65,75,31,,,1,1,1,1,1,0,0,0,1,1,0,2,3,2.4464919567108154,"creators",,,"",""
13268,,"Hiro","Misano",1,1,5,23,49,63,,30,42,69,22,32,7,0,1,0,1,1,0,1,0,1,1,0,2,3,81.66809844970703,"creators","Choker","Spirited","",""
13269,,"Maximo","Primo",1,4,9,22,13,71,,70,91,80,27,20,6,0,1,0,1,0,0,1,0,1,0,0,4,2,20.275169372558594,"creators","Rally Stopper","Spirited","",""
13270,,"Bae","Paul",1,1,7,28,33,75,,9,75,52,27,22,15,1,1,0,1,1,0,1,0,1,1,0,1,2,81.47692871093749,"creators","Elite 2F","Scholarly","",""
13271,,"Raphael","Gonzolo",3,,65,38,85,43,20,,,,28,1,0,0,0,0,,,,,,,,,4,3,12.668100357055664,"creators","CON vs RHP","Spirited","",""
13272,,"Ellain","Munstar",1,3,15,5,11,35,,90,39,73,23,,,1,1,0,1,1,0,0,0,1,0,0,2,3,70.4769287109375,"creators",,,"",""
13273,,"Brent","Branch",1,3,4,0,27,42,,48,73,58,30,19,6,0,1,0,1,0,0,0,0,1,0,0,1,3,22.916259765625,"creators","Gets Ahead","Scholarly","",""
13274,,"Swirly","Cutstiff",1,2,18,44,37,57,,67,83,35,21,22,16,1,0,0,0,0,1,0,0,1,1,1,2,3,83.44450378417969,"creators","Elite CF","Scholarly","Choker","Spirited"
13275,,"Smokey","Ashe",5,,39,46,68,75,65,,,,27,8,6,0,1,1,,,,,,,,,4,3,74.02790069580078,"creators","Stealer","Crafty","",""
13276,,"Froggo","Balinstandos",1,1,13,24,11,66,,55,78,45,20,22,19,0,0,0,1,1,0,1,0,1,1,0,0,2,87.1489028930664,"creators","Elite CH","Scholarly","",""
13277,,"Poke","Foster",9,,25,76,24,68,66,,,,24,40,6,0,1,1,,,,,,,,,4,3,19.704790115356445,"creators","Bunter","Scholarly","",""
13278,,"Chugg","Burbony",1,1,13,5,9,49,,79,58,92,23,19,7,0,0,1,1,1,0,1,0,0,1,1,4,3,4.7363409996032715,"creators","Falls Behind","Scholarly","Metal Head","Disciplined"
13279,,"Roberto","Alba",5,,53,51,58,43,45,,,,36,32,6,0,1,0,,,,,,,,,4,3,6.18519401550293,"creators","Clutch","Spirited","",""
13280,,"Bale","Bozzer",1,3,24,3,29,65,,49,84,69,27,21,7,0,0,0,1,0,1,1,0,0,1,0,3,2,12.772979736328125,"creators","Crossed Up","Scholarly","",""
13281,,"Miguel","Duke",1,3,9,13,47,39,,30,86,18,29,,,0,1,0,1,0,0,0,0,1,1,0,1,3,87.01806640625,"creators",,,"",""
13282,,"Irene","Fast",9,,84,43,93,48,66,,,,38,14,7,1,1,1,,,,,,,,,4,3,16.19537925720215,"creators","First Pitch Prayer","Competitive","Base Rounder","Disciplined"
13283,,"Vinnie","Vortex",9,,35,80,93,56,64,,,,29,,,0,1,0,,,,,,,,,4,3,2.495979070663452,"creators",,,"",""
13284,,"Junior","Young Sr",2,,70,41,38,76,92,,,,42,1,1,0,1,1,,,,,,,,,4,3,75.70478820800781,"creators","CON vs LHP","Spirited","",""
13285,,"Sebastian","Morrow",1,2,21,13,22,55,,55,53,54,28,5,13,0,1,0,1,0,0,1,0,0,1,0,2,1,82.64308166503905,"creators","Reverse Splits","Crafty","",""
13286,,"Thrash","Allmeyer",1,1,2,21,24,82,,44,56,76,31,31,7,0,1,1,1,0,0,1,0,1,1,0,2,3,83.73634338378906,"creators","Wild Thing","Spirited","",""
13287,,"Enrique","Goyo",7,,51,46,73,49,25,,,,19,8,7,0,1,0,,,,,,,,,4,3,18.382469177246094,"creators","Bad Jumps","Crafty","Base Rounder","Disciplined"
13288,,"Bert","Bergerer",1,3,15,1,10,21,,85,72,55,31,5,13,0,1,1,1,0,0,1,0,1,0,0,1,3,75.05149841308594,"creators","Reverse Splits","Crafty","",""
13289,,"Log","Freely",7,,77,66,49,57,71,,,,29,3,4,0,1,1,,,,,,,,,4,3,12.495980262756348,"creators","Inside Pitch","Disciplined","",""
13290,,"Gasser","Morris",1,3,2,6,12,58,,95,56,79,31,5,12,0,0,0,1,0,0,1,0,0,1,1,3,1,75.22245025634766,"creators","Specialist","Crafty","",""
13291,,"Perd","Lovelorn",1,1,16,3,12,50,,30,90,86,29,19,7,0,1,0,1,0,0,1,1,1,0,0,3,2,2.96097993850708,"creators","Falls Behind","Scholarly","",""
13292,,"Wagyu","Takobe",1,1,19,15,31,70,,49,52,49,23,,,0,1,1,1,0,0,1,0,1,1,0,3,1,25.659269332885742,"creators",,,"",""
13293,,"Gunns","Jackman",6,,93,84,47,46,54,,,,32,2,6,0,1,1,,,,,,,,,4,3,83.01806640624999,"creators","RBI Hero","Spirited","Consistent","Disciplined"
13294,,"Pepe","Vinicio",4,,27,61,82,74,32,,,,22,11,6,0,1,1,,,,,,,,,4,3,82.27516174316406,"creators","Bad Ball Hitter","Crafty","",""
13295,,"Donk","Oh",1,1,29,48,5,63,,54,57,95,20,25,6,0,0,1,1,0,0,1,0,1,1,0,3,2,9.5367431640625,"creators","Metal Head","Disciplined","",""
13296,,"Dale","Nale",9,,57,68,18,50,63,,,,37,16,6,0,0,0,,,,,,,,,4,3,4.7047882080078125,"creators","Ace Exterminator","Scholarly","",""
13297,,"Theodore","Stiffner",5,,87,39,94,37,45,,,,25,29,7,0,1,1,,,,,,,,,4,3,0.7729833722114563,"creators","Butterfingers","Disciplined","",""
13298,,"Split","Seemerson",1,2,15,9,8,51,,35,65,55,21,22,21,0,1,1,1,0,1,1,1,0,0,0,3,2,86.1774673461914,"creators","Elite FK","Scholarly","Injury Prone","Competitive"
13299,,"Kimme","Smoke",2,,53,54,78,68,50,,,,25,33,26,1,1,0,,,,,,,,,4,3,26.64307975769043,"creators","Volatile","Disciplined","",""
13300,,"Tatts","Balfour",1,3,2,13,41,90,,49,64,40,37,6,7,0,1,1,1,0,0,0,0,1,1,0,2,3,72.77297973632812,"creators","BB Prone","Disciplined","",""
13301,,"Sturdy","Woodman",3,,63,83,38,39,38,,,,38,34,6,0,0,0,,,,,,,,,4,3,9.883417129516602,"creators","Durable","Competitive","",""
13302,,"Andre","Candela",4,,67,72,71,76,22,,,,25,26,6,0,1,2,,,,,,,,,4,3,15.265410423278809,"creators","Sprinter","Competitive","Consistent","Disciplined"
13303,,"Trey","Mondo",1,1,1,33,79,92,,23,45,28,19,,,0,1,1,1,0,0,1,0,1,1,1,0,3,18.883420944213867,"creators",,,"",""
13304,,"Buster","Bigs",7,,74,68,77,44,40,,,,31,27,7,0,1,0,,,,,,,,,4,3,9.64307975769043,"creators","Base Jogger","Disciplined","",""
13305,,"Hanso","Magikko",6,,37,41,57,91,80,,,,22,29,6,0,1,1,,,,,,,,,4,3,19.772979736328125,"creators","Magic Hands","Disciplined","",""
13306,,"Snag","Roper",6,,68,87,22,93,91,,,,38,29,6,0,1,1,,,,,,,,,4,3,1.051496982574463,"creators","Magic Hands","Disciplined","",""
13307,,"Burl","Chinning",1,1,59,99,36,39,,60,50,39,32,18,7,0,1,1,1,1,0,0,0,1,1,0,4,3,21.705379486083984,"creators","Easy Jumps","Crafty","",""
13308,,"Melody","Moods",1,1,20,26,15,55,,26,69,55,30,33,26,1,0,1,1,0,0,1,0,1,1,1,1,3,14.64307975769043,"creators","Volatile","Disciplined","",""
13309,,"Boris","Biggsworth",1,2,7,5,0,77,,52,35,34,26,33,25,0,1,1,1,0,0,1,0,0,1,0,3,0,24.99349021911621,"creators","Consistent","Disciplined","",""
13310,,"Betty","Sparks",9,,97,26,37,21,64,,,,27,,,1,1,1,,,,,,,,,4,3,8.265411376953125,"creators",,,"",""
13311,,"Billy","Bronx",2,,46,28,38,61,74,,,,28,28,6,0,1,1,,,,,,,,,4,3,14.99349021911621,"creators","Distractor","Crafty","",""
13312,,"Molly","Pops",1,3,15,2,5,66,,60,60,48,27,20,7,1,1,0,1,1,0,0,0,1,0,0,0,1,79.64308166503906,"creators","Surrounded","Spirited","",""
13313,,"Raise","Ruffo",8,,49,89,78,84,79,,,,29,3,2,0,0,0,,,,,,,,,4,3,16.051149368286133,"creators","High Pitch","Disciplined","Rally Starter","Spirited"
13314,,"Alfonzo","Delgado",5,,37,47,66,66,78,,,,27,27,6,0,1,2,,,,,,,,,4,3,88.22245025634766,"creators","Base Rounder","Disciplined","",""
13315,,"Fungo","Accuro",8,,38,97,72,58,35,,,,31,12,11,0,1,1,,,,,,,,,4,3,18.99349021911621,"creators","Little Hack","Scholarly","",""
13316,,"Badhop","Brown",5,,57,83,20,12,34,,,,26,29,7,0,1,1,,,,,,,,,4,3,23.19607925415039,"creators","Butterfingers","Disciplined","",""
13317,,"Gertie","Goatman",1,2,6,15,14,43,,50,11,72,25,5,12,0,0,0,1,0,0,0,0,1,1,0,0,2,75.74594116210938,"creators","Specialist","Crafty","",""
